name,,date,salary,team,opposing team,score,value,conesensus,avg fp,opp pitcher,hitting grade,hitting grade,savant grade,avg exit velo,hard hit %,barrel %,ops,slg,opp pitcher era,opp pitcher grade,team r/g
TJ Friedl,OF/UTL,"June 26, 2023",3000,CIN,BAL,3,3.9,9.39,10.59,Cole Irvin,BAL,83.65,17.5,86.1,24.8,1.5,0.808,0.44,5.5,35.8,4.9
Spencer Torkelson,C1B/UTL,"June 26, 2023",2600,DET,TEX,6.2,3.9,9.55,8.59,Andrew Heaney,TEX,50.475,80.3,92.3,49.2,12.2,0.704,0.397,4.43,51.4,3.9
Jake Rogers,C1B/UTL,"June 26, 2023",2500,DET,TEX,28.2,3.9,8.72,7.28,Andrew Heaney,TEX,51.3,92.5,91,49,15.7,0.742,0.446,4.43,51.4,3.9
Donovan Solano,C1B/2B/3B/UTL,"June 26, 2023",2400,MIN,ATL,3,3.9,7.31,6.51,Spencer Strider,ATL,79.65,47.3,91,45.3,6.5,0.795,0.419,3.66,87.6,4.3
Spencer Steer,OF/C1B/UTL,"June 26, 2023",3300,CIN,BAL,34.7,3.8,11.75,11.19,Cole Irvin,BAL,82.85,47.3,90.1,40.5,6.5,0.83,0.467,5.5,35.8,4.9
Teoscar Hernandez,OF/UTL,"June 26, 2023",3000,SEA,WSH,12.7,3.8,10.87,9.57,Trevor Williams,WSH,54.85,87.3,90.7,49.6,13.8,0.72,0.423,4.42,34.3,4.5
Adley Rutschman,C1B/UTL,"June 26, 2023",3000,BAL,CIN,16,3.8,11.92,9.85,Brandon Williamson,CIN,80.15,52,88,37.5,7.1,0.801,0.426,5.21,34.3,5
Jake Burger,3B/UTL,"June 26, 2023",2900,CHW,LAA,3,3.8,9.36,9.8,Reid Detmers,LAA,60.425,96.5,92.5,51.5,19.4,0.809,0.532,4.42,68.1,4.2
William Contreras,C1B/UTL,"June 26, 2023",2900,MIL,NYM,9,3.8,10.12,9.11,Justin Verlander,NYM,78.975,67.7,90.8,48.4,9.4,0.799,0.445,3.72,59.9,4.2
Tommy Pham,OF/UTL,"June 26, 2023",2800,NYM,MIL,0,3.8,8.76,8.68,Colin Rea,MIL,81.4,83.8,93.3,48.4,13,0.823,0.476,4.71,45.8,4.4
Max Kepler,OF/UTL,"June 26, 2023",2700,MIN,ATL,3,3.8,9.12,7.93,Spencer Strider,ATL,40.6,72.9,91.2,44.4,10.5,0.68,0.4,3.66,87.6,4.3
Javier Baez,SS/UTL,"June 26, 2023",2700,DET,TEX,3.5,3.8,9.88,8.25,Andrew Heaney,TEX,26.5,25.8,87.7,38.9,3.4,0.575,0.321,4.43,51.4,3.9
Jorge Mateo,SS/UTL,"June 26, 2023",2700,BAL,CIN,9.2,3.8,9.62,8.82,Brandon Williamson,CIN,30.875,46.6,88,38.4,6.4,0.615,0.348,5.21,34.3,5
Willi Castro,3B/SS/OF/UTL,"June 26, 2023",2600,MIN,ATL,0,3.8,8.4,7.35,Spencer Strider,ATL,46.55,59.5,86.3,34,8,0.674,0.359,3.66,87.6,4.3
Luis Garcia,2B/UTL,"June 26, 2023",2600,WSN,SEA,15.5,3.8,8.4,8.74,Luis Castillo,SEA,52.275,48,88.6,38.1,6.6,0.676,0.373,2.96,82.9,4.2
Nick Senzel,OF/2B/3B/UTL,"June 26, 2023",2500,CIN,BAL,3,3.8,9.6,8.79,Cole Irvin,BAL,49.7,32.8,87.3,33.5,4.5,0.691,0.379,5.5,35.8,4.9
Seby Zavala,C1B/UTL,"June 26, 2023",2000,CHW,LAA,0,3.8,6.56,3.9,Reid Detmers,LAA,17.375,43.3,87.8,39.8,6,0.541,0.324,4.42,68.1,4.2
Kolten Wong,2B/UTL,"June 26, 2023",2000,SEA,WSH,9.5,3.8,8.4,4.61,Trevor Williams,WSH,11.9,17.8,85.2,27.9,1.6,0.458,0.214,4.42,34.3,4.5
Brandon Drury,C1B/2B/UTL,"June 26, 2023",3100,LAA,CWS,3,3.7,9.89,10.03,Dylan Cease,CWS,79.275,78,89.9,46.1,11.7,0.822,0.5,4.18,67,5
Brandon Nimmo,OF/UTL,"June 26, 2023",3100,NYM,MIL,0,3.7,11.49,10.51,Colin Rea,MIL,78.1,71.9,91.6,46.6,10.2,0.803,0.444,4.71,45.8,4.4
Travis d'Arnaud,C1B/UTL,"June 26, 2023",3000,ATL,MIN,9.5,3.7,9.48,10.27,Sonny Gray,MIN,79.175,79.2,90.3,41.6,11.9,0.816,0.478,2.89,77,5.6
Eddie Rosario,OF/UTL,"June 26, 2023",2900,ATL,MIN,0,3.7,9.04,9.73,Sonny Gray,MIN,69.675,75.4,89.2,38.6,11.1,0.792,0.486,2.89,77,5.6
Taylor Ward,OF/UTL,"June 26, 2023",2800,LAA,CWS,0,3.7,8.99,9.38,Dylan Cease,CWS,60.1,55.5,91,44.7,7.5,0.721,0.395,4.18,67,5
Ezequiel Duran,2B/SS/OF/UTL,"June 26, 2023",2800,TEX,DET,9,3.7,9.84,9.99,Matthew Boyd,DET,86.475,76.8,91,46.7,11.5,0.85,0.514,5.45,50.8,5.9
Eugenio Suarez,3B/UTL,"June 26, 2023",2600,SEA,WSH,22.2,3.7,9.69,8.7,Trevor Williams,WSH,47.625,81.5,90.8,46.7,12.4,0.689,0.368,4.42,34.3,4.5
Luis Rengifo,2B/SS/OF/UTL,"June 26, 2023",2400,LAA,CWS,0,3.7,7.65,6.41,Dylan Cease,CWS,34.975,32.8,88.3,34.1,4.5,0.632,0.329,4.18,67,5
Luis Urias,3B/SS/2B/UTL,"June 26, 2023",2300,MIL,NYM,6,3.7,8.19,6.03,Justin Verlander,NYM,20.2,36.1,84.9,30,5,0.535,0.236,3.72,59.9,4.2
Jonathan Schoop,2B/UTL,"June 26, 2023",2100,DET,TEX,3.5,3.7,7.73,3.66,Andrew Heaney,TEX,24.175,29,89.4,38.6,4,0.55,0.272,4.43,51.4,3.9
Shohei Ohtani,OF/UTL,"June 26, 2023",4400,LAA,CWS,27.7,3.6,13.11,14.56,Dylan Cease,CWS,96.1,95.1,93.8,52.3,18.8,1.051,0.665,4.18,67,5
Ozzie Albies,2B/UTL,"June 26, 2023",3500,ATL,MIN,0,3.6,11.44,11.41,Sonny Gray,MIN,78.25,61.1,88.9,38,8.3,0.838,0.516,2.89,77,5.6
Francisco Lindor,SS/UTL,"June 26, 2023",3400,NYM,MIL,6.5,3.6,11.7,11.36,Colin Rea,MIL,64.325,79.6,91.9,45.7,12,0.78,0.464,4.71,45.8,4.4
Christian Yelich,OF/UTL,"June 26, 2023",3300,MIL,NYM,9,3.6,10.13,11.64,Justin Verlander,NYM,88.025,73.8,92.8,52.9,10.6,0.85,0.472,3.72,59.9,4.2
Jonah Heim,C1B/UTL,"June 26, 2023",3200,TEX,DET,3,3.6,10.44,11.02,Matthew Boyd,DET,83.4,64.6,89.4,37.4,8.9,0.824,0.483,5.45,50.8,5.9
Willy Adames,SS/UTL,"June 26, 2023",3000,MIL,NYM,3,3.6,9.94,9.36,Justin Verlander,NYM,47.15,87.3,87.1,35.3,13.8,0.706,0.411,3.72,59.9,4.2
Eloy Jimenez,OF/UTL,"June 26, 2023",3000,CHW,LAA,0,3.6,9.95,9.94,Reid Detmers,LAA,70.975,76.8,92.6,53.8,11.5,0.776,0.463,4.42,68.1,4.2
Michael Harris II,OF/UTL,"June 26, 2023",2900,ATL,MIN,15.2,3.6,9.85,8.68,Sonny Gray,MIN,65.4,64.6,90.7,45.5,8.9,0.743,0.429,2.89,77,5.6
Tyler Stephenson,C1B/UTL,"June 26, 2023",2700,CIN,BAL,3,3.6,9.77,8.09,Cole Irvin,BAL,55.275,50.4,88.1,41.4,6.9,0.698,0.365,5.5,35.8,4.9
Andrew Benintendi,OF/UTL,"June 26, 2023",2700,CHW,LAA,0,3.6,9.56,8.41,Reid Detmers,LAA,70.3,22.7,86.5,27,2.9,0.731,0.378,4.42,68.1,4.2
Francisco Alvarez,C1B/UTL,"June 26, 2023",2700,NYM,MIL,0,3.6,9.64,8.21,Colin Rea,MIL,63.7,82.5,89.9,41.1,12.7,0.796,0.505,4.71,45.8,4.4
Alex Kirilloff,C1B/OF/UTL,"June 26, 2023",2600,MIN,ATL,6,3.6,8.56,7.14,Spencer Strider,ATL,76.575,39.4,88.2,34.9,5.4,0.781,0.411,3.66,87.6,4.3
Zack Short,SS/2B/3B/UTL,"June 26, 2023",2400,DET,TEX,0,3.6,6.99,5.42,Andrew Heaney,TEX,30.25,75.4,88,34.4,11.1,0.617,0.336,4.43,51.4,3.9
Corey Dickerson,OF/UTL,"June 26, 2023",2300,WSN,SEA,0,3.6,7.37,6.6,Luis Castillo,SEA,35.875,31.4,87.7,25,4.3,0.62,0.345,2.96,82.9,4.2
Miguel Cabrera,C1B/UTL,"June 26, 2023",2200,DET,TEX,12.2,3.6,7.39,5.8,Andrew Heaney,TEX,50.05,32.8,89,32.6,4.5,0.661,0.329,4.43,51.4,3.9
Josh Jung,3B/UTL,"June 26, 2023",3400,TEX,DET,0,3.5,12.03,11.14,Matthew Boyd,DET,78.85,81.5,92,49.4,12.4,0.816,0.492,5.45,50.8,5.9
Jonathan India,2B/UTL,"June 26, 2023",3400,CIN,BAL,6,3.5,11.12,11.52,Cole Irvin,BAL,61.25,58.3,89.3,39.2,7.8,0.734,0.401,5.5,35.8,4.9
Marcell Ozuna,OF/UTL,"June 26, 2023",3000,ATL,MIN,18.7,3.5,9.51,10.29,Sonny Gray,MIN,66.325,87.3,90.8,44.8,13.8,0.778,0.458,2.89,77,5.6
Carlos Correa,SS/UTL,"June 26, 2023",2900,MIN,ATL,0,3.5,9.01,8.99,Spencer Strider,ATL,53.25,72.9,89.5,43.1,10.5,0.715,0.408,3.66,87.6,4.3
Joey Gallo,C1B/OF/UTL,"June 26, 2023",2500,MIN,ATL,21.7,3.5,8.54,8.3,Spencer Strider,ATL,56.95,98.3,93.4,57.5,21.7,0.783,0.473,3.66,87.6,4.3
CJ Abrams,SS/UTL,"June 26, 2023",2400,WSN,SEA,6.2,3.5,6.89,8.37,Luis Castillo,SEA,57.7,41.4,86.9,35.8,5.7,0.72,0.42,2.96,82.9,4.2
Kyle Farmer,2B/3B/SS/UTL,"June 26, 2023",2300,MIN,ATL,0,3.5,6.9,6.84,Spencer Strider,ATL,49.6,64,88.4,38,8.8,0.683,0.378,3.66,87.6,4.3
Derek Hill,OF/UTL,"June 26, 2023",2000,WSN,SEA,0,3.5,5.86,5.48,Luis Castillo,SEA,10.425,0,84.1,22.2,0,0.411,0.191,2.96,82.9,4.2
David Fletcher,SS/UTL,"June 26, 2023",2000,LAA,CWS,0,3.5,6.03,5.42,Dylan Cease,CWS,21.525,0,85.2,19.5,0,0.543,0.298,4.18,67,5
Mitch Garver,C1B/UTL,"June 26, 2023",3100,TEX,DET,3,3.4,10.67,10.09,Matthew Boyd,DET,65.575,82.5,89.4,42.9,12.7,0.757,0.43,5.45,50.8,5.9
Ty France,C1B/UTL,"June 26, 2023",2900,SEA,WSH,6.5,3.4,10.31,9.87,Trevor Williams,WSH,56.525,44.2,86.2,35.7,6.1,0.7,0.378,4.42,34.3,4.5
Andrew Vaughn,C1B/UTL,"June 26, 2023",2900,CHW,LAA,6,3.4,9.4,9.78,Reid Detmers,LAA,60.95,67.9,91.2,47.3,9.5,0.742,0.425,4.42,68.1,4.2
J.P. Crawford,SS/UTL,"June 26, 2023",2800,SEA,WSH,30.9,3.4,9.57,8.69,Trevor Williams,WSH,72,27.9,89.4,38.9,3.8,0.77,0.402,4.42,34.3,4.5
Joey Wiemer,OF/UTL,"June 26, 2023",2600,MIL,NYM,22.2,3.4,7.61,7.99,Justin Verlander,NYM,42.1,74.9,88.9,37.5,10.9,0.684,0.39,3.72,59.9,4.2
Brett Baty,3B/UTL,"June 26, 2023",2400,NYM,MIL,6,3.4,8.1,7.47,Colin Rea,MIL,42.6,48,90.8,46.7,6.6,0.651,0.344,4.71,45.8,4.4
Dominic Smith,C1B/UTL,"June 26, 2023",2100,WSN,SEA,24.7,3.4,6.59,6.69,Luis Castillo,SEA,55.85,40,86.3,28.8,5.5,0.68,0.348,2.96,82.9,4.2
Mike Trout,OF/UTL,"June 26, 2023",4000,LAA,CWS,12.2,3.3,12.43,11.64,Dylan Cease,CWS,85.2,93.5,92.1,52.7,16.3,0.862,0.493,4.18,67,5
Julio Rodriguez,OF/UTL,"June 26, 2023",3700,SEA,WSH,24.7,3.3,11.94,11.63,Trevor Williams,WSH,58.425,70.5,92.6,50.4,9.9,0.719,0.407,4.42,34.3,4.5
Austin Riley,3B/UTL,"June 26, 2023",3300,ATL,MIN,6.2,3.3,10.8,10.47,Sonny Gray,MIN,69.125,72.1,91.8,47.6,10.3,0.763,0.437,2.89,77,5.6
Leody Taveras,OF/UTL,"June 26, 2023",3100,TEX,DET,0,3.3,9.1,10.47,Matthew Boyd,DET,81.7,51.5,89.7,40.8,7,0.803,0.467,5.45,50.8,5.9
Joey Meneses,C1B/UTL,"June 26, 2023",2800,WSN,SEA,6,3.3,7.79,8.6,Luis Castillo,SEA,66.575,42.8,89.5,43,5.9,0.724,0.401,2.96,82.9,4.2
Jeff McNeil,2B/OF/UTL,"June 26, 2023",2600,NYM,MIL,0,3.3,8.94,7.61,Colin Rea,MIL,45.95,18.3,86.8,31.3,1.7,0.647,0.323,4.71,45.8,4.4
Owen Miller,2B/3B/C1B/UTL,"June 26, 2023",2500,MIL,NYM,3,3.3,7.83,7.74,Justin Verlander,NYM,66.625,28.3,86,32.5,3.9,0.725,0.401,3.72,59.9,4.2
Elly De La Cruz,3B/SS/UTL,"June 26, 2023",4700,CIN,BAL,3.2,3.2,12.03,16.74,Cole Irvin,BAL,82.125,30.2,90.1,46.3,4.2,0.812,0.478,5.5,35.8,4.9
Ronald Acuna Jr.,OF/UTL,"June 26, 2023",4600,ATL,MIN,25.2,3.2,13.41,16.06,Sonny Gray,MIN,97.35,91.8,94.8,55.1,15.5,1.007,0.593,2.89,77,5.6
Adolis Garcia,OF/UTL,"June 26, 2023",3900,TEX,DET,18.7,3.2,11.73,12.42,Matthew Boyd,DET,82.7,93.9,91.9,49.4,16.6,0.86,0.525,5.45,50.8,5.9
Lane Thomas,OF/UTL,"June 26, 2023",3500,WSN,SEA,28.2,3.2,8.66,11.37,Luis Castillo,SEA,86.425,63,88.1,40.5,8.6,0.838,0.49,2.96,82.9,4.2
Nathaniel Lowe,C1B/UTL,"June 26, 2023",3100,TEX,DET,9,3.2,10.07,10.82,Matthew Boyd,DET,81.325,45.2,89.7,40.1,6.3,0.804,0.436,5.45,50.8,5.9
Orlando Arcia,SS/UTL,"June 26, 2023",2800,ATL,MIN,0,3.2,8.17,9.45,Sonny Gray,MIN,75.975,42.8,88.3,41.6,5.9,0.764,0.42,2.89,77,5.6
Rowdy Tellez,C1B/UTL,"June 26, 2023",2700,MIL,NYM,9,3.2,9.84,7.64,Justin Verlander,NYM,39.8,61.1,89.3,38.5,8.3,0.672,0.388,3.72,59.9,4.2
Keibert Ruiz,C1B/UTL,"June 26, 2023",2600,WSN,SEA,6.2,3.2,7.56,7.71,Luis Castillo,SEA,37.75,57.1,88.5,35.1,7.6,0.65,0.369,2.96,82.9,4.2
Jesse Winker,OF/UTL,"June 26, 2023",2300,MIL,NYM,6.2,3.2,7.85,5.5,Justin Verlander,NYM,31.6,34.6,87.1,32.7,4.7,0.579,0.253,3.72,59.9,4.2
Jarred Kelenic,OF/UTL,"June 26, 2023",3000,SEA,WSH,18.4,3.1,9.66,10,Trevor Williams,WSH,65.425,74.9,91.8,49.5,10.9,0.763,0.443,4.42,34.3,4.5
Matt Olson,C1B/UTL,"June 26, 2023",4300,ATL,MIN,3,3,11.6,13.48,Sonny Gray,MIN,86.05,96.3,94.7,56.9,19.1,0.933,0.573,2.89,77,5.6
Pete Alonso,C1B/UTL,"June 26, 2023",4100,NYM,MIL,0,3,12.46,12.53,Colin Rea,MIL,59.225,88.8,88.9,39.7,14.3,0.79,0.484,4.71,45.8,4.4
Marcus Semien,2B/UTL,"June 26, 2023",3800,TEX,DET,24.7,3,12.51,12.59,Matthew Boyd,DET,76.175,36.1,88.2,37.1,5,0.784,0.443,5.45,50.8,5.9
Cedric Mullins,OF/UTL,"June 26, 2023",3600,BAL,CIN,12.5,3,10.87,12.18,Brandon Williamson,CIN,76.35,48,89.5,37.6,6.6,0.801,0.454,5.21,34.3,5
Jordan Westburg,SS/3B/UTL,"June 26, 2023",2600,BAL,CIN,12.7,2.8,9.27,0,Brandon Williamson,CIN,58.425,0,89.4,47.4,0,0.717,0.396,5.21,34.3,5
Corey Seager,SS/UTL,"June 26, 2023",4500,TEX,DET,6,2.7,11.96,14.52,Matthew Boyd,DET,97.975,96.9,94.8,57.6,20,1.043,0.625,5.45,50.8,5.9
Bobby Dalbec,C1B/UTL,"June 25, 2023",2000,BOS,CWS,0,5.3,10.12,2.36,Tanner Banks,CWS,15.6,0,95,75,0,0.452,0.167,4.97,58,5
Jacob Amaya,SS/UTL,"June 25, 2023",2400,MIA,PIT,0,5,6.98,7.4,Johan Oviedo,PIT,17.475,0,84.2,37.5,0,0.444,0.222,4.53,50.1,4.2
TJ Friedl,OF/UTL,"June 25, 2023",3000,CIN,ATL,15.2,4.8,11.2,10.51,Charlie Morton,ATL,83.65,17.5,86.1,24.8,1.5,0.808,0.44,3.2,71.9,4.9
Will Benson,OF/UTL,"June 25, 2023",2200,CIN,ATL,0,4.8,8.77,7.49,Charlie Morton,ATL,90.825,72.1,90,37.9,10.3,0.875,0.484,3.2,71.9,4.9
Elly De La Cruz,3B/SS/UTL,"June 25, 2023",4200,CIN,ATL,0,4.7,11.96,17.79,Charlie Morton,ATL,82.125,30.2,90.1,46.3,4.2,0.812,0.478,3.2,71.9,4.9
Cavan Biggio,2B/C1B/UTL,"June 25, 2023",2200,TOR,OAK,31.7,4.6,9.77,5.77,Luis Medina,OAK,34.375,86.2,87.9,35.4,13.5,0.654,0.382,6.34,30.3,4.6
Ji Hwan Bae,2B/OF/UTL,"June 25, 2023",2600,PIT,MIA,0,4.5,9.07,7.7,Eury Perez,MIA,36.55,20.9,87.7,34.8,2.5,0.609,0.308,2.36,85.2,4.2
Aaron Hicks,OF/UTL,"June 25, 2023",2400,BAL,SEA,0,4.5,7.73,7.29,George Kirby,SEA,54.1,38.6,85.7,29,5.3,0.715,0.389,3.43,71.2,5
Josh Palacios,OF/UTL,"June 25, 2023",2100,PIT,MIA,3,4.5,7.02,5.53,Eury Perez,MIA,31.425,24.8,90.2,42.2,3.3,0.606,0.343,2.36,85.2,4.2
Mike Ford,C1B/UTL,"June 25, 2023",2100,SEA,BAL,0,4.5,7.02,7.82,Kyle Bradish,BAL,81.325,93.7,89.8,49.2,16.4,0.927,0.611,3.05,76.8,4.5
Jake Fraley,OF/UTL,"June 25, 2023",3300,CIN,ATL,3,4.4,11.52,11.35,Charlie Morton,ATL,82.475,53.9,84.6,30.5,7.4,0.831,0.468,3.2,71.9,4.9
Marcell Ozuna,OF/UTL,"June 25, 2023",3000,ATL,CIN,16,4.4,11.86,10.19,Levi Stoudt,CIN,66.325,87.3,90.8,44.8,13.8,0.778,0.458,9.9,17.4,5.6
Rob Refsnyder,OF/UTL,"June 25, 2023",2800,BOS,CWS,0,4.4,10.59,7.04,Tanner Banks,CWS,69.7,36.1,88.3,38.6,5,0.749,0.353,4.97,58,5
Blake Perkins,OF/UTL,"June 25, 2023",2400,MIL,CLE,15,4.4,7.65,5.53,Aaron Civale,CLE,29.9,34.6,86,31.3,4.7,0.602,0.308,2.65,71.5,4.2
Garrett Cooper,C1B/UTL,"June 25, 2023",2400,MIA,PIT,6,4.4,9.58,8.3,Johan Oviedo,PIT,64.325,71.4,89.9,43.1,10.1,0.747,0.443,4.53,50.1,4.2
Jace Peterson,2B/3B/UTL,"June 25, 2023",2200,OAK,TOR,0,4.3,7.8,7.15,Yusei Kikuchi,TOR,31.375,42.1,85.7,28,5.8,0.611,0.311,4.13,52.3,3.6
Zach Remillard,3B/2B/OF/UTL,"June 25, 2023",2200,CHW,BOS,3,4.4,7.23,6.82,Kutter Crawford,BOS,76.775,0,86.9,21.3,0,0.764,0.375,3.74,69.8,4.2
Dairon Blanco,OF/UTL,"June 25, 2023",2100,KCR,TB,0,4.4,6.93,6.12,Tyler Glasnow,TB,22.8,23.7,84.7,25,3.1,0.583,0.333,3.78,76.2,3.7
Daniel Vogelbach,C1B/UTL,"June 25, 2023",2400,NYM,PHI,0,4.3,8.53,6.6,Zack Wheeler,PHI,47.425,40.5,90.8,48.8,5.6,0.679,0.349,4.04,77.2,4.4
Santiago Espinal,2B/3B/SS/UTL,"June 25, 2023",2200,TOR,OAK,22.2,4.3,9.39,5.89,Luis Medina,OAK,36.2,16.2,86.7,26.2,0.9,0.616,0.309,6.34,30.3,4.6
Drew Waters,OF/UTL,"June 25, 2023",2200,KCR,TB,0,4.3,8.04,6.62,Tyler Glasnow,TB,55.725,92.8,88.9,38.7,16,0.704,0.398,3.78,76.2,3.7
Austin Riley,3B/UTL,"June 25, 2023",3400,ATL,CIN,21.4,4.2,13.5,10.32,Levi Stoudt,CIN,69.125,72.1,91.8,47.6,10.3,0.763,0.437,9.9,17.4,5.6
Andrew Vaughn,C1B/UTL,"June 25, 2023",2800,CHW,BOS,0,4.2,10.83,9.9,Kutter Crawford,BOS,60.95,67.9,91.2,47.3,9.5,0.742,0.425,3.74,69.8,4.2
Starling Marte,OF/UTL,"June 25, 2023",2800,NYM,PHI,9.5,4.2,9.87,9,Zack Wheeler,PHI,44.875,42.1,88.4,39.9,5.8,0.64,0.332,4.04,77.2,4.4
Christian Arroyo,2B/UTL,"June 25, 2023",2400,BOS,CWS,0,4.2,9.02,7.13,Tanner Banks,CWS,48.075,37.7,86.5,33.6,5.2,0.674,0.392,4.97,58,5
Will Brennan,OF/UTL,"June 25, 2023",2200,CLE,MIL,6.5,4.2,8.09,6.3,Corbin Burnes,MIL,53.475,21.8,86.1,30.7,2.8,0.683,0.387,3.73,70.9,4
Nick Fortes,C1B/UTL,"June 25, 2023",2200,MIA,PIT,0,4.2,8.44,5.66,Johan Oviedo,PIT,20.2,32.8,87.9,33.8,4.5,0.541,0.285,4.53,50.1,4.2
Andy Ibanez,3B/OF/2B/UTL,"June 25, 2023",2100,DET,MIN,0,4.2,7.34,6.33,Bailey Ober,MIN,43.3,80.3,90.9,49.4,12.2,0.675,0.41,2.61,84.2,3.9
Gunnar Henderson,3B/SS/UTL,"June 25, 2023",3300,BAL,SEA,6,4.1,10.48,9.68,George Kirby,SEA,73.075,76.4,92.2,52.4,11.4,0.804,0.462,3.43,71.2,5
Eddie Rosario,OF/UTL,"June 25, 2023",2900,ATL,CIN,9,4.1,11.22,9.74,Levi Stoudt,CIN,69.675,75.4,89.2,38.6,11.1,0.792,0.486,9.9,17.4,5.6
Ryan O'Hearn,C1B/OF/UTL,"June 25, 2023",2600,BAL,SEA,0,4.1,8.69,9.4,George Kirby,SEA,90.2,78.5,93.3,58.2,11.8,0.869,0.517,3.43,71.2,5
Carlos Perez,C1B/UTL,"June 25, 2023",2200,OAK,TOR,9,4.1,8.95,5.6,Yusei Kikuchi,TOR,44.975,42.8,89.4,40.6,5.9,0.677,0.384,4.13,52.3,3.6
Ronald Acuna Jr.,OF/UTL,"June 25, 2023",4600,ATL,CIN,21.2,4,16.94,16,Levi Stoudt,CIN,97.35,91.8,94.8,55.1,15.5,1.007,0.593,9.9,17.4,5.6
Ozzie Albies,2B/UTL,"June 25, 2023",3700,ATL,CIN,15.7,4,14.23,11.35,Levi Stoudt,CIN,78.25,61.1,88.9,38,8.3,0.838,0.516,9.9,17.4,5.6
Justin Turner,C1B/3B/UTL,"June 25, 2023",3400,BOS,CWS,9.2,4,11.76,10.82,Tanner Banks,CWS,86.425,45.2,89.9,40.5,6.3,0.836,0.474,4.97,58,5
Sean Murphy,C1B/UTL,"June 25, 2023",3300,ATL,CIN,12.5,4,12.81,11.6,Levi Stoudt,CIN,94.775,95.1,92.7,49.1,18.8,0.966,0.577,9.9,17.4,5.6
Teoscar Hernandez,OF/UTL,"June 25, 2023",3100,SEA,BAL,0,4,10.97,9.69,Kyle Bradish,BAL,54.85,87.3,90.7,49.6,13.8,0.72,0.423,3.05,76.8,4.5
Whit Merrifield,2B/OF/UTL,"June 25, 2023",3000,TOR,OAK,6.2,4,11.87,9.51,Luis Medina,OAK,74.7,23.7,85.9,27.1,3.1,0.751,0.404,6.34,30.3,4.6
Andrew McCutchen,OF/UTL,"June 25, 2023",2800,PIT,MIA,6,4,8.87,10.4,Eury Perez,MIA,78.325,53.1,89.8,44.4,7.3,0.801,0.421,2.36,85.2,4.2
Andrew Benintendi,OF/UTL,"June 25, 2023",2700,CHW,BOS,15.7,4,10.57,8.31,Kutter Crawford,BOS,70.3,22.7,86.5,27,2.9,0.731,0.378,3.74,69.8,4.2
Edouard Julien,2B/UTL,"June 25, 2023",2700,MIN,DET,12,4,10.08,8.16,Michael Lorenzen,DET,89.225,92.5,88.6,44.9,15.7,0.877,0.518,3.75,59.4,4.3
Andruw Monasterio,SS/2B/3B/UTL,"June 25, 2023",2400,MIL,CLE,6.2,4,7.81,6.59,Aaron Civale,CLE,63.1,31.4,86.1,27.7,4.3,0.714,0.354,2.65,71.5,4.2
Donovan Solano,C1B/2B/3B/UTL,"June 25, 2023",2400,MIN,DET,28.2,4,8.91,6.18,Michael Lorenzen,DET,79.65,47.3,91,45.3,6.5,0.795,0.419,3.75,59.4,4.3
Edmundo Sosa,3B/SS/UTL,"June 25, 2023",2000,PHI,NYM,12.2,4,7.91,5.42,Carlos Carrasco,NYM,47.75,45.2,86.5,30.8,6.3,0.676,0.405,5.16,26.3,4.6
George Springer,OF/UTL,"June 25, 2023",3300,TOR,OAK,31.4,3.9,14.04,10.03,Luis Medina,OAK,73.2,66.1,88.8,42.5,9.2,0.763,0.427,6.34,30.3,4.6
Anthony Santander,OF/C1B/UTL,"June 25, 2023",3200,BAL,SEA,22.2,3.9,10.5,10.81,George Kirby,SEA,84.175,78,90.9,45.5,11.7,0.847,0.503,3.43,71.2,5
J.T. Realmuto,C1B/UTL,"June 25, 2023",3200,PHI,NYM,6.2,3.9,11.84,9.64,Carlos Carrasco,NYM,63.35,78.5,89.3,41.4,11.8,0.765,0.461,5.16,26.3,4.6
Michael Harris II,OF/UTL,"June 25, 2023",3100,ATL,CIN,12.2,3.9,12.36,8.62,Levi Stoudt,CIN,65.4,64.6,90.7,45.5,8.9,0.743,0.429,9.9,17.4,5.6
Harold Ramirez,OF/UTL,"June 25, 2023",2900,TBR,KC,6.5,3.9,10.37,9.89,Daniel Lynch,KC,77.225,38.6,89.7,42.6,5.3,0.784,0.456,4.18,42.3,5.4
Nathaniel Lowe,C1B/UTL,"June 25, 2023",2900,TEX,NYY,9,3.9,9.7,10.85,Gerrit Cole,NYY,81.325,45.2,89.7,40.1,6.3,0.804,0.436,2.78,85.1,5.9
Jake Burger,3B/UTL,"June 25, 2023",2800,CHW,BOS,0,3.9,10.2,9.97,Kutter Crawford,BOS,60.425,96.5,92.5,51.5,19.4,0.809,0.532,3.74,69.8,4.2
Manuel Margot,OF/UTL,"June 25, 2023",2800,TBR,KC,3,3.9,9.19,8.08,Daniel Lynch,KC,47.225,35.8,87.8,41.2,4.9,0.665,0.361,4.18,42.3,5.4
Ty France,C1B/UTL,"June 25, 2023",2800,SEA,BAL,3,3.9,10.22,9.96,Kyle Bradish,BAL,56.525,44.2,86.2,35.7,6.1,0.7,0.378,3.05,76.8,4.5
Cal Raleigh,C1B/UTL,"June 25, 2023",2600,SEA,BAL,22.2,3.9,9.38,8.79,Kyle Bradish,BAL,49.975,78.5,89.1,39.5,11.8,0.711,0.41,3.05,76.8,4.5
