name,,date,salary,team,opposing team,score,value,conesensus,avg fp,opp pitcher,hitting grade,hitting grade,savant grade,avg exit velo,hard hit %,barrel %,ops,slg,opp pitcher era,opp pitcher grade,team r/g
J.D. Martinez,OF/UTL,"June 06, 2023",3900,LAD,CIN,22.2,3.5,13.16,13.48,Luke Weaver,CIN,75.425,94.8,92.9,54.6,18,0.873,0.569,7,19.5,5.5
Giancarlo Stanton,OF/UTL,"June 06, 2023",3600,NYY,CWS,0,3.5,11.62,12.32,Lucas Giolito,CWS,51.75,91.3,93.5,52.5,15.3,0.747,0.459,3.45,71.6,4.4
J.D. Davis,3B/UTL,"June 06, 2023",3600,SFG,COL,22.7,3.5,11.91,9.92,Dinelson Lamet,COL,75.925,69.8,91.6,48.8,9.8,0.784,0.437,11.57,25.5,4.7
Bo Bichette,SS/UTL,"June 06, 2023",3500,TOR,HOU,18.7,3.5,10.53,11.75,Hunter Brown,HOU,87.75,71,91.3,46.4,10,0.842,0.497,4.12,70.7,4.6
Matt McLain,SS/2B/UTL,"June 06, 2023",3500,CIN,LAD,15.7,3.5,9.28,12.41,Tony Gonsolin,LAD,90.15,78,89.1,41.6,11.7,0.869,0.504,3.72,57.3,4.9
Anthony Rizzo,C1B/UTL,"June 06, 2023",3400,NYY,CWS,3,3.5,11.4,10.74,Lucas Giolito,CWS,65.175,53.9,90.2,38.8,7.4,0.74,0.396,3.45,71.6,4.4
Spencer Steer,OF/C1B/UTL,"June 06, 2023",3400,CIN,LAD,21.9,3.5,9.78,10.79,Tony Gonsolin,LAD,82.85,47.3,90.1,40.5,6.5,0.83,0.467,3.72,57.3,4.9
Mike Yastrzemski,OF/UTL,"June 06, 2023",3400,SFG,COL,9.2,3.5,11.09,9.63,Dinelson Lamet,COL,70.85,74.9,90.9,46.8,10.9,0.796,0.47,11.57,25.5,4.7
Nathaniel Lowe,C1B/UTL,"June 06, 2023",3300,TEX,STL,18.7,3.5,10.7,11.23,Matthew Liberatore,STL,81.325,45.2,89.7,40.1,6.3,0.804,0.436,6.75,21.2,5.9
Mitch Haniger,OF/UTL,"June 06, 2023",3300,SFG,COL,15.7,3.5,10.93,8.48,Dinelson Lamet,COL,38.875,76.1,90.9,46.7,11.2,0.653,0.372,11.57,25.5,4.7
Esteury Ruiz,OF/UTL,"June 06, 2023",3100,OAK,PIT,0,3.5,9.88,10.81,Mitch Keller,PIT,45.425,19,82.6,18.9,1.9,0.64,0.329,3.31,82.1,3.6
Brandon Crawford,SS/UTL,"June 06, 2023",3000,SFG,COL,12.7,3.5,9.77,7.22,Dinelson Lamet,COL,30.175,65.6,89.4,39.2,9.1,0.618,0.333,11.57,25.5,4.7
Whit Merrifield,2B/OF/UTL,"June 06, 2023",3000,TOR,HOU,12.5,3.5,9.05,10.15,Hunter Brown,HOU,74.7,23.7,85.9,27.1,3.1,0.751,0.404,4.12,70.7,4.6
Ozzie Albies,2B/UTL,"June 06, 2023",3000,ATL,NYM,21.7,3.5,10.63,10.07,Carlos Carrasco,NYM,78.25,61.1,88.9,38,8.3,0.838,0.516,5.16,26.3,5.6
Justin Turner,C1B/3B/UTL,"June 06, 2023",2900,BOS,CLE,9.2,3.5,8.77,9.81,Shane Bieber,CLE,86.425,45.2,89.9,40.5,6.3,0.836,0.474,3.77,56.4,5
Marcell Ozuna,OF/UTL,"June 06, 2023",2900,ATL,NYM,16.2,3.5,10.12,9.63,Carlos Carrasco,NYM,66.325,87.3,90.8,44.8,13.8,0.778,0.458,5.16,26.3,5.6
Starling Marte,OF/UTL,"June 06, 2023",2900,NYM,ATL,0,3.5,9.76,8.75,Bryce Elder,ATL,44.875,42.1,88.4,39.9,5.8,0.64,0.332,2.97,61.1,4.4
Brian Anderson,3B/OF/UTL,"June 06, 2023",2800,MIL,BAL,9.5,3.5,8.9,8.94,Kyle Gibson,BAL,48.725,74.3,87,35.2,10.7,0.691,0.373,4.77,45.5,4.2
Eugenio Suarez,3B/UTL,"June 06, 2023",2700,SEA,SD,3,3.5,8.27,8.71,Joe Musgrove,SD,47.625,81.5,90.8,46.7,12.4,0.689,0.368,3.29,75.5,4.5
Jeff McNeil,2B/OF/UTL,"June 06, 2023",2700,NYM,ATL,6.2,3.5,9.66,7.68,Bryce Elder,ATL,45.95,18.3,86.8,31.3,1.7,0.647,0.323,2.97,61.1,4.4
Andres Gimenez,2B/UTL,"June 06, 2023",2500,CLE,BOS,3,3.5,8.67,7.93,James Paxton,BOS,52.7,34,84.6,23.9,4.6,0.695,0.38,3.51,80.7,4
Enmanuel Valdez,3B/UTL,"June 06, 2023",2500,BOS,CLE,0,3.5,7.76,7.01,Shane Bieber,CLE,46.35,79.2,86.5,27.3,11.9,0.684,0.404,3.77,56.4,5
Jake Bauers,C1B/OF/UTL,"June 06, 2023",2500,NYY,CWS,0,3.5,7.39,7.72,Lucas Giolito,CWS,62.6,97.9,90.1,46.7,21.1,0.782,0.47,3.45,71.6,4.4
Luis Rengifo,2B/SS/OF/UTL,"June 06, 2023",2500,LAA,CHC,3.2,3.5,8.37,6.79,Hayden Wesneski,CHC,34.975,32.8,88.3,34.1,4.5,0.632,0.329,4.75,40,5
Mike Tauchman,OF/UTL,"June 06, 2023",2300,CHC,LAA,13.2,3.5,8.17,6.37,Tyler Anderson,LAA,59.7,47.3,87.3,34.3,6.5,0.714,0.352,5.17,35.8,4.7
Luke Maile,C1B/UTL,"June 06, 2023",2300,CIN,LAD,0,3.5,7.05,5.48,Tony Gonsolin,LAD,33.8,79.9,86.8,25.8,12.1,0.644,0.379,3.72,57.3,4.9
Fernando Tatis Jr.,OF/UTL,"June 06, 2023",4000,SDP,SEA,9.5,3.4,11.63,12.54,Logan Gilbert,SEA,86.825,69.8,92,49.2,9.8,0.863,0.521,3.66,79.4,4.5
Ryan McMahon,2B/3B/UTL,"June 06, 2023",3900,COL,SF,15.5,3.4,10.62,10.62,John Brebbia,SF,72.75,80.8,91.4,46.1,12.3,0.791,0.457,3.14,90,4.4
Will Smith,C1B/UTL,"June 06, 2023",3900,LAD,CIN,3,3.4,13.54,12.65,Luke Weaver,CIN,86.825,57.4,89.6,40.1,7.7,0.866,0.48,7,19.5,5.5
Charlie Blackmon,OF/UTL,"June 06, 2023",3800,COL,SF,12.4,3.4,10.68,10.12,John Brebbia,SF,72.975,44.2,86.1,30.4,6.1,0.769,0.422,3.14,90,4.4
Max Muncy,3B/UTL,"June 06, 2023",3800,LAD,CIN,12.7,3.4,13.66,12.41,Luke Weaver,CIN,60.575,94.4,91.1,49.1,17.3,0.789,0.459,7,19.5,5.5
Mike Trout,OF/UTL,"June 06, 2023",3600,LAA,CHC,19.2,3.4,12.55,11.41,Hayden Wesneski,CHC,85.2,93.5,92.1,52.7,16.3,0.862,0.493,4.75,40,5
Anthony Santander,OF/C1B/UTL,"June 06, 2023",3400,BAL,MIL,0,3.4,10.24,10.43,Freddy Peralta,MIL,84.175,78,90.9,45.5,11.7,0.847,0.503,4.41,61.7,5
Luis Robert Jr.,OF/UTL,"June 06, 2023",3400,CHW,NYY,6,3.4,10.21,10.79,Clarke Schmidt,NYY,85.425,92.1,88.8,40.7,15.6,0.908,0.575,4.31,57.8,4.2
Kyle Tucker,OF/UTL,"June 06, 2023",3400,HOU,TOR,0,3.4,10.11,10.58,Kevin Gausman,TOR,90.675,63,91.5,50,8.6,0.867,0.49,3.03,89.1,4.7
Lane Thomas,OF/UTL,"June 06, 2023",3300,WSN,ARI,30.9,3.4,11.87,10.24,Tommy Henry,ARI,86.425,63,88.1,40.5,8.6,0.838,0.49,3.89,40.4,4.2
Jeremy Pena,SS/UTL,"June 06, 2023",3200,HOU,TOR,0,3.4,9.32,10,Kevin Gausman,TOR,48.95,41.4,87.6,35.4,5.7,0.687,0.39,3.03,89.1,4.7
Gleyber Torres,2B/UTL,"June 06, 2023",3200,NYY,CWS,0,3.4,10.75,10.13,Lucas Giolito,CWS,68.175,53.9,89,37.5,7.4,0.752,0.421,3.45,71.6,4.4
Miguel Amaya,C1B/UTL,"June 05, 2023",2000,CHC,SD,3,5.4,7.09,8.06,Blake Snell,SD,85.625,90.4,90,41.5,14.6,0.851,0.448,2.71,83.4,4.7
Akil Baddoo,OF/UTL,"June 05, 2023",2300,DET,PHI,0,4.7,8.7,7.81,Aaron Nola,PHI,43.9,36.1,88.2,37.5,5,0.666,0.34,4.39,64.5,3.9
Drew Ellis,3B/UTL,"June 05, 2023",2000,PHI,DET,0,4.5,7.96,16.33,Joey Wentz,DET,75.575,95.1,90.7,37.5,18.8,0.858,0.478,6.78,25.2,4.6
Rougned Odor,2B/OF/UTL,"June 05, 2023",2800,SDP,CHC,0,4.4,10.6,7.98,Kyle Hendricks,CHC,41.125,50.4,90.1,37.6,6.9,0.675,0.37,3.57,55.2,4.5
Tommy Edman,SS/UTL,"June 05, 2023",2800,STL,TEX,3,4.4,11.4,9.03,Martin Perez,TEX,49.7,31.4,90,40.9,4.3,0.693,0.391,4.84,25,4.7
Rodolfo Castro,2B/SS/UTL,"June 05, 2023",2400,PIT,OAK,3,4.4,11.19,6.74,JP Sears,OAK,45.1,60.4,87.9,36.8,8.1,0.672,0.355,3.99,61.8,4.2
Nolan Arenado,3B/UTL,"June 05, 2023",3100,STL,TEX,9.5,4.2,11.79,10.16,Martin Perez,TEX,83.3,67,89.7,42,9.3,0.847,0.516,4.84,25,4.7
Bryan De La Cruz,OF/UTL,"June 05, 2023",2900,MIA,KC,25.2,4.2,11.09,9.33,Carlos Hernandez,KC,65.8,48,90.5,44,6.6,0.734,0.414,3.57,70,4.2
Jesus Sanchez,OF/UTL,"June 05, 2023",2800,MIA,KC,0,4.2,10.58,7.48,Carlos Hernandez,KC,72.825,84.3,91.4,49.6,13.1,0.796,0.479,3.57,70,4.2
Tyler Stephenson,C1B/UTL,"June 05, 2023",2500,CIN,MIL,18.7,4.2,9.93,7.64,Julio Teheran,MIL,55.275,50.4,88.1,41.4,6.9,0.698,0.365,3.64,57.1,4.9
Seth Brown,OF/UTL,"June 05, 2023",2500,OAK,PIT,9.5,4.2,10.16,6.65,Johan Oviedo,PIT,35.65,89.7,90.8,48.6,14.4,0.665,0.389,4.53,50.1,3.6
Nick Maton,2B/3B/UTL,"June 05, 2023",2200,DET,PHI,28.7,4.2,7.62,6.11,Aaron Nola,PHI,23.775,67.9,86.5,33.3,9.5,0.587,0.298,4.39,64.5,3.9
Will Benson,OF/UTL,"June 05, 2023",2100,CIN,MIL,0,4.2,8.2,4.11,Julio Teheran,MIL,90.825,72.1,90,37.9,10.3,0.875,0.484,3.64,57.1,4.9
Jake Marisnick,OF/UTL,"June 05, 2023",2000,DET,PHI,3,4.2,6.64,1.21,Aaron Nola,PHI,37.025,40,88.9,38.2,5.5,0.654,0.392,4.39,64.5,3.9
Zach McKinstry,2B/3B/OF/UTL,"June 05, 2023",2800,DET,PHI,9.2,4.1,9.03,8.72,Aaron Nola,PHI,52.725,67,87.5,37.3,9.3,0.691,0.369,4.39,64.5,3.9
J.T. Realmuto,C1B/UTL,"June 05, 2023",2800,PHI,DET,22.2,4.1,11.19,8.8,Joey Wentz,DET,63.35,78.5,89.3,41.4,11.8,0.765,0.461,6.78,25.2,4.6
Maikel Garcia,3B/SS/UTL,"June 05, 2023",2500,KCR,MIA,12.5,4.1,8.44,8.84,Braxton Garrett,MIA,61.825,34.6,91.7,49.7,4.7,0.703,0.374,3.9,75.7,3.7
Nick Fortes,C1B/UTL,"June 05, 2023",2500,MIA,KC,12.7,4.1,8.97,5.83,Carlos Hernandez,KC,20.2,32.8,87.9,33.8,4.5,0.541,0.285,3.57,70,4.2
Dalton Guthrie,OF/UTL,"June 05, 2023",2100,PHI,DET,9.2,4.1,7.53,1.19,Joey Wentz,DET,17.35,0,85.5,29.4,0,0.494,0.208,6.78,25.2,4.6
Alex Bregman,3B/UTL,"June 05, 2023",3200,HOU,TOR,3,4,11.13,10.49,Alek Manoah,TOR,63.025,37.7,87.8,35.5,5.2,0.739,0.398,5.91,23.2,4.7
Kyle Schwarber,OF/UTL,"June 05, 2023",3000,PHI,DET,12.2,4,12.63,10.3,Joey Wentz,DET,54.625,91.4,91.8,46.7,15.4,0.758,0.444,6.78,25.2,4.6
Garrett Cooper,C1B/UTL,"June 05, 2023",2700,MIA,KC,0,4,9.74,8.38,Carlos Hernandez,KC,64.325,71.4,89.9,43.1,10.1,0.747,0.443,3.57,70,4.2
Ryan Noda,C1B/UTL,"June 05, 2023",2700,OAK,PIT,21.7,4,11.06,8.79,Johan Oviedo,PIT,66.175,86.2,90.8,44.2,13.5,0.777,0.403,4.53,50.1,3.6
Mark Mathias,2B/UTL,"June 05, 2023",2400,PIT,OAK,27.4,4,8.09,5.41,JP Sears,OAK,43.8,0,84.5,34.1,0,0.624,0.269,3.99,61.8,4.2
Stuart Fairchild,OF/UTL,"June 05, 2023",2400,CIN,MIL,18.7,4,8.83,6.44,Julio Teheran,MIL,62.125,61.1,87.6,31.2,8.3,0.743,0.404,3.64,57.1,4.9
Matt McLain,SS/2B/UTL,"June 05, 2023",3400,CIN,MIL,0,3.9,10.1,13.09,Julio Teheran,MIL,90.15,78,89.1,41.6,11.7,0.869,0.504,3.64,57.1,4.9
Nathaniel Lowe,C1B/UTL,"June 05, 2023",3200,TEX,STL,12.5,3.9,11.94,11.21,Adam Wainwright,STL,81.325,45.2,89.7,40.1,6.3,0.804,0.436,7.66,8.9,5.9
Andrew McCutchen,OF/UTL,"June 05, 2023",3200,PIT,OAK,16,3.9,12.17,10.5,JP Sears,OAK,78.325,53.1,89.8,44.4,7.3,0.801,0.421,3.99,61.8,4.2
Yuli Gurriel,C1B/UTL,"June 05, 2023",2600,MIA,KC,3.2,3.9,9.1,8.71,Carlos Hernandez,KC,64.375,18.3,88.6,34.8,1.7,0.724,0.394,3.57,70,4.2
Edmundo Sosa,3B/SS/UTL,"June 05, 2023",2300,PHI,DET,6.5,3.9,8.73,5.71,Joey Wentz,DET,47.75,45.2,86.5,30.8,6.3,0.676,0.405,6.78,25.2,4.6
TJ Hopkins,OF/UTL,"June 05, 2023",2000,CIN,MIL,3,3.9,7.36,3.25,Julio Teheran,MIL,8.175,0,88.2,47.1,0,0.367,0.167,3.64,57.1,4.9
Esteury Ruiz,OF/UTL,"June 05, 2023",2900,OAK,PIT,12.2,3.8,10.69,10.79,Johan Oviedo,PIT,45.425,19,82.6,18.9,1.9,0.64,0.329,4.53,50.1,3.6
Willson Contreras,C1B/UTL,"June 05, 2023",2800,STL,TEX,9.2,3.8,10.64,8.72,Martin Perez,TEX,67.7,80.8,91.6,46.9,12.3,0.768,0.431,4.84,25,4.7
Mitch Garver,C1B/UTL,"June 05, 2023",2800,TEX,STL,9.2,3.8,9.88,14.55,Adam Wainwright,STL,65.575,82.5,89.4,42.9,12.7,0.757,0.43,7.66,8.9,5.9
Ji Hwan Bae,2B/OF/UTL,"June 05, 2023",2700,PIT,OAK,15.2,3.8,9.05,8.23,JP Sears,OAK,36.55,20.9,87.7,34.8,2.5,0.609,0.308,3.99,61.8,4.2
Javier Baez,SS/UTL,"June 05, 2023",2600,DET,PHI,3.2,3.8,8.78,7.94,Aaron Nola,PHI,26.5,25.8,87.7,38.9,3.4,0.575,0.321,4.39,64.5,3.9
Oscar Mercado,OF/UTL,"June 05, 2023",2200,STL,TEX,0,3.8,7.98,6.01,Martin Perez,TEX,62.025,0,85.5,33.3,0,0.7,0.387,4.84,25,4.7
Corey Seager,SS/UTL,"June 05, 2023",3900,TEX,STL,6,3.7,12.74,14.91,Adam Wainwright,STL,97.975,96.9,94.8,57.6,20,1.043,0.625,7.66,8.9,5.9
George Springer,OF/UTL,"June 05, 2023",3300,TOR,HOU,3,3.7,11.79,10.04,Brandon Bielak,HOU,73.2,66.1,88.8,42.5,9.2,0.763,0.427,3.79,37.5,4.6
Connor Joe,C1B/OF/UTL,"June 05, 2023",3100,PIT,OAK,12.5,3.7,11.35,9.55,JP Sears,OAK,64.725,69.8,88.8,40.5,9.8,0.753,0.418,3.99,61.8,4.2
Manny Machado,3B/UTL,"June 05, 2023",2800,SDP,CHC,21.6,3.7,10.42,8.19,Kyle Hendricks,CHC,67.975,67.9,90.7,44.3,9.5,0.773,0.463,3.57,55.2,4.5
Matt Carpenter,C1B/UTL,"June 05, 2023",2600,SDP,CHC,12.7,3.7,8.79,7.15,Kyle Hendricks,CHC,28.15,80.8,87.3,32.1,12.3,0.614,0.317,3.57,55.2,4.5
Yainer Diaz,C1B/UTL,"June 05, 2023",2500,HOU,TOR,21.2,3.7,8.62,6.61,Alek Manoah,TOR,67.775,84.6,90.9,46.7,13.2,0.775,0.487,5.91,23.2,4.7
Cavan Biggio,2B/C1B/UTL,"June 05, 2023",2300,TOR,HOU,3,3.7,7.95,5.37,Brandon Bielak,HOU,34.375,86.2,87.9,35.4,13.5,0.654,0.382,3.79,37.5,4.6
Luke Maile,C1B/UTL,"June 05, 2023",2300,CIN,MIL,0,3.7,7.87,5.7,Julio Teheran,MIL,33.8,79.9,86.8,25.8,12.1,0.644,0.379,3.64,57.1,4.9
Bobby Witt Jr.,SS/UTL,"June 05, 2023",3600,KCR,MIA,12.2,3.6,11.52,11.37,Braxton Garrett,MIA,65.75,76.4,90.7,44.8,11.4,0.764,0.463,3.9,75.7,3.7
Bryan Reynolds,OF/UTL,"June 05, 2023",3400,PIT,OAK,6.5,3.6,11.55,11.85,JP Sears,OAK,72.725,81.5,91.9,50.8,12.4,0.776,0.442,3.99,61.8,4.2
Dansby Swanson,SS/UTL,"June 05, 2023",3100,CHC,SD,0,3.6,10.28,10.44,Blake Snell,SD,68.875,83.4,89.4,41.1,12.9,0.753,0.409,2.71,83.4,4.7
Jake Cronenworth,C1B/2B/UTL,"June 05, 2023",2700,SDP,CHC,9.5,3.6,10.46,8.53,Kyle Hendricks,CHC,41.2,28.3,87,31.3,3.9,0.666,0.353,3.57,55.2,4.5
Corey Julks,OF/UTL,"June 05, 2023",2600,HOU,TOR,29.2,3.6,8.92,8.38,Alek Manoah,TOR,68.05,31.4,87.8,37.3,4.3,0.732,0.405,5.91,23.2,4.7
Kevin Kiermaier,OF/UTL,"June 05, 2023",2600,TOR,HOU,18.4,3.6,8.87,8.7,Brandon Bielak,HOU,73.075,29,86.9,33.9,4,0.761,0.427,3.79,37.5,4.6
Marcus Semien,2B/UTL,"June 05, 2023",4000,TEX,STL,15.7,3.5,12.31,14.3,Adam Wainwright,STL,76.175,36.1,88.2,37.1,5,0.784,0.443,7.66,8.9,5.9
Juan Soto,OF/UTL,"June 05, 2023",3600,SDP,CHC,0,3.5,12.7,11.68,Kyle Hendricks,CHC,86.825,82.5,93.1,57.8,12.7,0.893,0.478,3.57,55.2,4.5
Jonathan India,2B/UTL,"June 05, 2023",3600,CIN,MIL,3,3.5,10.95,11.9,Julio Teheran,MIL,61.25,58.3,89.3,39.2,7.8,0.734,0.401,3.64,57.1,4.9
Bo Bichette,SS/UTL,"June 05, 2023",3500,TOR,HOU,15.5,3.5,11.49,11.69,Brandon Bielak,HOU,87.75,71,91.3,46.4,10,0.842,0.497,3.79,37.5,4.6
Luis Arraez,2B/UTL,"June 05, 2023",3100,MIA,KC,22.2,3.5,10.72,9.59,Carlos Hernandez,KC,93.35,19.9,88.3,24.7,2.2,0.899,0.468,3.57,70,4.2
Carlos Santana,C1B/UTL,"June 05, 2023",3000,PIT,OAK,3,3.5,9.71,9.17,JP Sears,OAK,50.875,37,88.7,34.4,5.1,0.701,0.387,3.99,61.8,4.2
Trea Turner,SS/UTL,"June 05, 2023",3000,PHI,DET,50.1,3.5,11.73,8.82,Joey Wentz,DET,50.775,48,89.6,40.9,6.6,0.687,0.386,6.78,25.2,4.6
Ke'Bryan Hayes,3B/UTL,"June 05, 2023",3000,PIT,OAK,6.2,3.5,9.6,9.1,JP Sears,OAK,50.925,48,92.1,46.7,6.6,0.683,0.393,3.99,61.8,4.2
Whit Merrifield,2B/OF/UTL,"June 05, 2023",3000,TOR,HOU,6,3.5,9.42,10.23,Brandon Bielak,HOU,74.7,23.7,85.9,27.1,3.1,0.751,0.404,3.79,37.5,4.6
Brent Rooker,OF/UTL,"June 05, 2023",2700,OAK,PIT,18.4,3.5,9.34,10.44,Johan Oviedo,PIT,74.475,90.8,91.4,48,14.9,0.817,0.477,4.53,50.1,3.6
Jace Peterson,2B/3B/UTL,"June 05, 2023",2500,OAK,PIT,3,3.5,8.02,6.3,Johan Oviedo,PIT,31.375,42.1,85.7,28,5.8,0.611,0.311,4.53,50.1,3.6
Alejandro Kirk,C1B/UTL,"June 05, 2023",2500,TOR,HOU,18.7,3.5,9.25,6.34,Brandon Bielak,HOU,36.775,32.6,87.2,36.3,4.4,0.61,0.298,3.79,37.5,4.6
Jose Abreu,C1B/UTL,"June 05, 2023",2400,HOU,TOR,9.2,3.5,8.87,6.25,Alek Manoah,TOR,39.925,52,89.4,41.8,7.1,0.642,0.352,5.91,23.2,4.7
Joey Wendle,SS/UTL,"June 05, 2023",2300,MIA,KC,15.4,3.5,8.56,5.34,Carlos Hernandez,KC,56.15,20.4,89.3,40.9,2.3,0.69,0.382,3.57,70,4.2
Fernando Tatis Jr.,OF/UTL,"June 05, 2023",4000,SDP,CHC,0,3.4,12.31,12.86,Kyle Hendricks,CHC,86.825,69.8,92,49.2,9.8,0.863,0.521,3.57,55.2,4.5
Paul Goldschmidt,C1B/UTL,"June 05, 2023",3900,STL,TEX,3.5,3.4,12.79,12.31,Martin Perez,TEX,88.1,82.5,92.9,54.1,12.7,0.851,0.48,4.84,25,4.7
Adolis Garcia,OF/UTL,"June 05, 2023",3600,TEX,STL,3,3.4,11.66,13.09,Adam Wainwright,STL,82.7,93.9,91.9,49.4,16.6,0.86,0.525,7.66,8.9,5.9
Spencer Steer,OF/C1B/UTL,"June 05, 2023",3500,CIN,MIL,6,3.4,10.67,10.88,Julio Teheran,MIL,82.85,47.3,90.1,40.5,6.5,0.83,0.467,3.64,57.1,4.9
Nick Castellanos,OF/UTL,"June 05, 2023",3300,PHI,DET,18.7,3.4,11.61,11.04,Joey Wentz,DET,81.275,73.8,89.2,45.2,10.6,0.809,0.476,6.78,25.2,4.6
Josh Jung,3B/UTL,"June 05, 2023",3300,TEX,STL,3,3.4,10.36,12.06,Adam Wainwright,STL,78.85,81.5,92,49.4,12.4,0.816,0.492,7.66,8.9,5.9
Jeremy Pena,SS/UTL,"June 05, 2023",3200,HOU,TOR,9.2,3.4,10.62,10.01,Alek Manoah,TOR,48.95,41.4,87.6,35.4,5.7,0.687,0.39,5.91,23.2,4.7
Nico Hoerner,2B/SS/UTL,"June 05, 2023",3200,CHC,SD,6,3.4,9.64,11.61,Blake Snell,SD,59.3,19,86.4,33.1,1.9,0.7,0.377,2.71,83.4,4.7
Matt Chapman,3B/UTL,"June 05, 2023",3200,TOR,HOU,3,3.4,10.37,10.68,Brandon Bielak,HOU,79.125,94.6,93.9,58.5,17.9,0.814,0.466,3.79,37.5,4.6
Salvador Perez,C1B/UTL,"June 05, 2023",3200,KCR,MIA,15.7,3.4,10.06,10.49,Braxton Garrett,MIA,62.275,72.6,90.4,46.1,10.4,0.743,0.444,3.9,75.7,3.7
Seiya Suzuki,OF/UTL,"June 05, 2023",3000,CHC,SD,0,3.4,9.61,9.43,Blake Snell,SD,62.025,63.7,92.1,49.5,8.7,0.726,0.391,2.71,83.4,4.7
Patrick Wisdom,3B/OF/UTL,"June 05, 2023",3000,CHC,SD,0,3.4,9.15,10.29,Blake Snell,SD,49.4,97.7,92.1,53.5,20.2,0.746,0.465,2.71,83.4,4.7
Leody Taveras,OF/UTL,"June 05, 2023",2900,TEX,STL,3.5,3.4,9.46,10.2,Adam Wainwright,STL,81.7,51.5,89.7,40.8,7,0.803,0.467,7.66,8.9,5.9
Nick Pratto,OF/C1B/UTL,"June 05, 2023",2900,KCR,MIA,24.9,3.4,9.15,9.21,Braxton Garrett,MIA,59.075,67.9,88.8,45.3,9.5,0.718,0.389,3.9,75.7,3.7
Ezequiel Duran,2B/SS/OF/UTL,"June 05, 2023",2900,TEX,STL,15.7,3.4,9.25,9.97,Adam Wainwright,STL,86.475,76.8,91,46.7,11.5,0.85,0.514,7.66,8.9,5.9
Spencer Torkelson,C1B/UTL,"June 05, 2023",2800,DET,PHI,0,3.4,7.91,8.67,Aaron Nola,PHI,50.475,80.3,92.3,49.2,12.2,0.704,0.397,4.39,64.5,3.9
MJ Melendez,C1B/OF/UTL,"June 05, 2023",2700,KCR,MIA,25.2,3.4,8.92,8.59,Braxton Garrett,MIA,33.95,77.5,93.3,52.1,11.6,0.636,0.346,3.9,75.7,3.7
Brendan Donovan,2B/C1B/OF/UTL,"June 05, 2023",2700,STL,TEX,3,3.4,8.51,7.84,Martin Perez,TEX,81.4,45.2,89.3,41,6.3,0.797,0.425,4.84,25,4.7
Jon Berti,2B/3B/SS/UTL,"June 05, 2023",2700,MIA,KC,22.2,3.4,8.41,6.69,Carlos Hernandez,KC,52.6,27.1,85.7,33,3.7,0.661,0.345,3.57,70,4.2
Jake Meyers,OF/UTL,"June 05, 2023",2600,HOU,TOR,31.2,3.4,8.01,7.68,Alek Manoah,TOR,46.375,52.5,85.2,26.8,7.2,0.687,0.381,5.91,23.2,4.7
Gary Sanchez,C1B/UTL,"June 05, 2023",2600,SDP,CHC,25.2,3.4,8.76,7.7,Kyle Hendricks,CHC,34.2,72.6,88.4,42.7,10.4,0.662,0.398,3.57,55.2,4.5
Michael Massey,2B/UTL,"June 05, 2023",2500,KCR,MIA,0,3.4,8.14,6.29,Braxton Garrett,MIA,24.25,67,89.9,42.7,9.3,0.57,0.305,3.9,75.7,3.7
Yan Gomes,C1B/UTL,"June 05, 2023",2500,CHC,SD,3,3.4,9.17,9.04,Blake Snell,SD,54.8,66.1,87.5,35.3,9.2,0.699,0.403,2.71,83.4,4.7
Eric Haase,C1B/OF/UTL,"June 05, 2023",2400,DET,PHI,0,3.4,7.4,6.14,Aaron Nola,PHI,20.75,36.1,87.5,37.7,5,0.546,0.293,4.39,64.5,3.9
Andy Ibanez,3B/OF/2B/UTL,"June 05, 2023",2400,DET,PHI,3,3.4,6.73,5.2,Aaron Nola,PHI,43.3,80.3,90.9,49.4,12.2,0.675,0.41,4.39,64.5,3.9
Drew Waters,OF/UTL,"June 05, 2023",2400,KCR,MIA,6.5,3.4,8.21,5.45,Braxton Garrett,MIA,55.725,92.8,88.9,38.7,16,0.704,0.398,3.9,75.7,3.7
Brandon Dixon,C1B/OF/UTL,"June 05, 2023",2300,SDP,CHC,3,3.4,7.31,5.62,Kyle Hendricks,CHC,22.925,59.5,87,32,8,0.573,0.329,3.57,55.2,4.5
Miguel Cabrera,C1B/UTL,"June 05, 2023",2100,DET,PHI,0,3.4,6.25,4.8,Aaron Nola,PHI,50.05,32.8,89,32.6,4.5,0.661,0.329,4.39,64.5,3.9
Luken Baker,C1B/UTL,"June 05, 2023",2000,STL,TEX,3,3.4,8.66,6,Martin Perez,TEX,38.15,0,89.2,27.3,0,0.563,0.263,4.84,25,4.7
Yordan Alvarez,OF/UTL,"June 05, 2023",4300,HOU,TOR,28.4,3.3,13.48,13.87,Alek Manoah,TOR,92.725,95.1,93.4,55.7,18.8,0.978,0.589,5.91,23.2,4.7
Vladimir Guerrero Jr.,C1B/UTL,"June 05, 2023",3600,TOR,HOU,9.5,3.3,12.02,11.06,Brandon Bielak,HOU,77.9,88.1,94.2,55.7,13.9,0.792,0.449,3.79,37.5,4.6
Kyle Tucker,OF/UTL,"June 05, 2023",3400,HOU,TOR,31.4,3.3,11.64,10.22,Alek Manoah,TOR,90.675,63,91.5,50,8.6,0.867,0.49,5.91,23.2,4.7
